LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType
201103210633	03/21/2011	03/21/2011	1803	  1168-1-01	22685009  	8.5	1	83.7	11837943	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1804	  1168-1-01	22685035  	8.5	1	83.4	11837944	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1805	  1168-1-01	22696411  	8.5	1	82.2	11837945	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1806	  1168-1-01	22696416  	8.5	1	83.9	11837946	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1807	  1168-1-01	22696425  	8.5	1	81.6	11837947	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1808	  1168-1-01	22696457  	8.5	1	84	11837948	8301	13430	00003651        	1
201103210637	03/21/2011	03/21/2011	9328	  2304-1-01	0000553945	2.1575	1	50	11837949	8   	0		3
201103210642	03/21/2011	03/21/2011	1809	  1444-1-01	21469728  	8.45	1	77.2	11838000	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1810	  1444-1-01	21469744  	8.45	1	73	11838001	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1811	  1444-1-01	21469773  	8.45	1	72.7	11838002	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1812	  1444-1-01	21469777  	8.45	1	69.9	11838003	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1813	  1444-1-01	21469784  	8.45	1	72.1	11838004	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1814	  1444-1-01	21469792  	8.45	1	72.4	11838005	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1815	  1444-1-01	21469823  	8.45	1	72.3	11838006	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1816	  1444-1-01	21484816  	8.45	1	73.1	11838007	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1817	  1444-1-01	23751740  	8.45	1	77.4	11838008	8301	13430	00003650        	1
201103210642	03/21/2011	03/21/2011	1818	  1444-1-01	23751789  	8.45	1	75.8	11838009	8301	13430	00003650        	1
201103210643	03/21/2011	03/21/2011	1819	  2009-1-01	21469973  	8.18	1	72.6	11838060	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1820	  2009-1-01	21484733  	8.18	1	75.2	11838061	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1821	  2009-1-01	21498462  	8.18	1	79.8	11838062	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1822	  2009-1-01	21498505  	8.18	1	78	11838063	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1823	  2009-1-01	22708405  	8.18	1	77.4	11838064	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1824	  2009-1-01	22708420  	8.18	1	74.3	11838065	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1825	  2009-1-01	22719845  	8.18	1	74	11838066	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1826	  2009-1-01	22719852  	8.18	1	74.1	11838067	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1827	  2009-1-01	22719857  	8.18	1	77	11838068	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1828	  2009-1-01	22719860  	8.18	1	74.3	11838069	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1829	  2009-1-01	22719871  	8.18	1	76.8	11838070	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1830	  2009-1-01	22719890  	8.18	1	76.5	11838071	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1831	  2009-1-01	22719907  	8.18	1	77.8	11838072	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1832	  2009-1-01	23773647  	8.18	1	76	11838073	8301	13430	00003649        	1
201103210643	03/21/2011	03/21/2011	1833	  2009-1-01	23773664  	8.18	1	78.2	11838074	8301	13430	00003649        	1
201103210647	03/21/2011	03/21/2011	1834	  2009-1-01	21498421  	8.18	1	78.1	11838125	8301	13430	00003648        	1
201103210647	03/21/2011	03/21/2011	1835	  2009-1-01	21498456  	8.18	1	77.7	11838126	8301	13430	00003648        	1
201103210647	03/21/2011	03/21/2011	1836	  2009-1-01	21498476  	8.18	1	78.9	11838127	8301	13430	00003648        	1
201103210647	03/21/2011	03/21/2011	1837	  2009-1-01	22719804  	8.18	1	72.3	11838128	8301	13430	00003648        	1
